,1,2,3,4,5,6,7,8,9
0,1.0,0.9303433872452397,0.9084975151407995,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146974,0.8828690570890687
1,1.0,0.9303433872452398,0.9084975151407996,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146972,0.8828690570890687
2,1.0,0.9303433872452399,0.9084975151407997,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146971,0.8828690570890687
3,1.0,0.9303433872452399,0.9084975151407998,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.904149869714697,0.8828690570890687
4,1.0,0.9303433872452399,0.9084975151407999,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146969,0.8828690570890687
5,1.0,0.9303433872452399,0.9084975151408,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146968,0.8828690570890687
6,1.0,0.9303433872452399,0.9084975151408001,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
7,1.0,0.9303433872452399,0.9084975151408002,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
8,1.0,0.9303433872452399,0.9084975151408003,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
9,1.0,0.9303433872452399,0.9084975151408005,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
10,1.0,0.9303433872452399,0.9084975151408006,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
11,1.0,0.9303433872452399,0.9084975151408007,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
12,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
13,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
14,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
15,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
16,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
17,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
18,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
19,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
20,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
21,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
22,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
23,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
24,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
25,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
26,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
27,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
28,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
29,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
30,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
31,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
32,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
33,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
34,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
35,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
36,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
37,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
38,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
39,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
40,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
41,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
42,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
43,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
44,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
45,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
46,1.0,0.9303433872452399,0.9084975151408008,0.9254305763822642,0.8946428510747636,0.8940070398814803,0.8819733076625784,0.9041498697146967,0.8828690570890687
